crl+AF8-uri,crl+AF8-size,num+AF8-of+AF8-revoked,used+AF8-by,amortized+AF8-cost
http://crl.godaddy.com/gds3+AC0-67.crl,5978,132,33,182
http://crl.starfieldtech.com/sfs3+AC0-22.crl,6033,132,17,355
http://crl.godaddy.com/gds3+AC0-62.crl,5897,130,41,144
http://crl.godaddy.com/gds3+AC0-56.crl,5875,128,46,128
http://crl.starfieldtech.com/sfs3+AC0-24.crl,5846,128,22,266
http://crl.godaddy.com/gds3+AC0-58.crl,5784,127,47,124
http://crl.godaddy.com/gds3+AC0-63.crl,5783,127,43,135
http://crl.tbs+AC0-internet.com/TBSX509CAprohosting.crl,5095,127,8,637
http://crl.godaddy.com/gds3+AC0-59.crl,5743,126,32,180
http://crl.godaddy.com/gds3+AC0-65.crl,5764,126,32,181
http://crl.godaddy.com/gds3+AC0-57.crl,5702,125,35,163
http://certificates.godaddy.com/repository/godaddyextendedissuing2.crl,5257,125,8,658
http://crl.godaddy.com/gds3+AC0-60.crl,5663,124,29,196
http://crl.starfieldtech.com/sfs3+AC0-23.crl,5670,123,38,150
http://sescam.jccm.es/pki/crls/sescam+AF8-subca+AF8-59E216FA55FB61ADE001F22493C93DE57877E054.crl,6628,123,1,6628
http://crl.starfieldtech.com/sfs3+AC0-19.crl,5566,121,14,398
http://cdp1.pca.dfn.de/uh+AC0-ca/pub/crl/g+AF8-cacrl.crl,3284,120,1,3284
http://crl.godaddy.com/gds3+AC0-52.crl,5488,119,38,145
http://crl.godaddy.com/gds3+AC0-66.crl,5463,119,26,211
http://crl.godaddy.com/gds3+AC0-35.crl,5485,119,17,323
http://crl.godaddy.com/gds3+AC0-68.crl,5422,118,28,194
http://cdp1.com+AC0-strong+AC0-id.net/CDP/CT+AC0-PUBLIC+AC0-I+AC0-CA+AC0-1.crl,6674,117,5,1335
http://cdp1.pca.dfn.de/uni+AC0-bochum+AC0-ca/pub/crl/cacrl.crl,3323,117,1,3323
http://ca.intesasanpaolo.com/portalCais0/crl/caext.crl,4746,117,1,4746
http://crl.godaddy.com/gds3+AC0-51.crl,5330,115,24,223
http://crl.godaddy.com/gds3+AC0-42.crl,5303,115,17,312
http://crl.tbs+AC0-internet.com/TBSX509CAbusiness.crl,4629,114,44,106
http://crl.godaddy.com/gds3+AC0-38.crl,5261,114,17,310
http://public.wisekey.com/crl/wcidasca2.crl,4529,114,7,647
http://crl.godaddy.com/gds3+AC0-64.crl,5224,113,38,138
http://cdp1.pca.dfn.de/dfn+AC0-verein+AC0-gs+AC0-ca/pub/crl/g+AF8-cacrl.crl,3090,113,1,3090
http://crl.tbs+AC0-x509.com/TBSX509CAbusiness.crl,4557,112,44,104
http://crl.godaddy.com/gds3+AC0-37.crl,5170,111,19,273
http://crl.godaddy.com/gds3+AC0-36.crl,5130,110,15,342
http://cdp1.pca.dfn.de/uni+AC0-freiburg+AC0-ca/pub/crl/g+AF8-cacrl.crl,3113,110,1,3113
http://crl.godaddy.com/gds3+AC0-74.crl,5061,109,34,149
http://crl.godaddy.com/gds3+AC0-71.crl,5060,109,29,175
http://crl.godaddy.com/gds3+AC0-34.crl,5063,109,20,254
http://crl.godaddy.com/gds3+AC0-69.crl,4980,107,34,147
http://crl.thawte.com/ThawteSGCCA.crl,4025,107,29,139
http://crl.godaddy.com/gds3+AC0-40.crl,4941,106,28,177
http://www.psca.sk/crl.crl,2727,104,1,2727
http://crl.fraunhofer+AC0-pki.de/fhg+AC0-service+AC0-ca+AC0-2007.crl,5166,104,1,5166
http://crl.godaddy.com/gds3+AC0-47.crl,4825,103,19,254
http://crl.starfieldtech.com/sfs3+AC0-20.crl,4790,101,19,253
http://crl.godaddy.com/gds3+AC0-46.crl,4700,100,14,336
http://crl.godaddy.com/gds3+AC0-49.crl,4624,98,26,178
http://cdp1.pca.dfn.de/fh+AC0-gifb+AC0-ca/pub/crl/g+AF8-cacrl.crl,2784,98,1,2784
http://crl.godaddy.com/gds3+AC0-70.crl,4501,95,35,129
http://crl.godaddy.com/gds3+AC0-44.crl,4502,95,27,167
http://crl.godaddy.com/gds3+AC0-45.crl,4530,95,24,189
http://crl.sgssl.net/SGTRUSTCERTIFICATIONAUTHORITY.crl,3800,94,26,147
http://crl.godaddy.com/gds3+AC0-39.crl,4464,94,25,179
http://dellincca.dell.com/crl/externalissuingca1.crl,4431,94,4,1108
http://SVRIntl+AC0-T1+AC0-crl.verisign.com/SVRIntlT1.crl,3832,93,3,1278
http://crl.starfieldtech.com/sfs3+AC0-26.crl,4407,92,29,152
http://crl.omniroot.com/PublicSureServerEV.crl,3491,92,3,1164
http://ocsp.pki.bayern.de/crl/Bayerische+ACU-20SSL+AC0-CA+AC0-2012.crl,2485,92,1,2485
http://crl.netsolssl.com/NetworkSolutionsEVServerCA.crl,3665,90,171,22
http://crl.godaddy.com/gds3+AC0-41.crl,4298,90,21,205
http://pki+AC0-lcr.psoe.es/InternalCA.crl,3365,90,1,3365
http://pki.dowjones.com/crl/djsn.crl,2471,89,1,2471
http://crl.godaddy.com/gds3+AC0-72.crl,4222,88,32,132
http://www.cert.fnmt.es/crlsape/CRL47.crl,6015,88,1,6015
http://portal.actalis.it/Repository/AUTH+AC0-G2/getLastCRL,3766,87,4,942
http://ssignadcrl01.jcsinc.co.jp/repository/crl/sca1.crl,3524,87,1,3524
http://crl03.actalis.it/Repository/AUTH+AC0-G2/getLastCRL,3766,87,1,3766
http://rapidssl+AC0-crl.geotrust.com/crls/rapidssl.crl,2317,85,19397,1
http://crl.innossl.com/InnoSSLTrustSignDVCertificationAuthority.crl,3503,85,47,75
http://crl3.igc.education.fr/Infrastructures.crl,6097,84,4,1525
http://www.cert.fnmt.es/crlsacap/CRL6.crl,5862,84,1,5862
http://crl.godaddy.com/gds3+AC0-73.crl,3979,82,43,93
http://crl.godaddy.com/gds3+AC0-48.crl,3942,81,21,188
http://www.procert.net.ve/lcr/procertca.crl,3660,81,1,3660
http://crl.geotrust.com/crls/secureca.crl,2044,80,1618,2
http://crl.starfieldtech.com/sfs3+AC0-21.crl,3847,78,19,203
http://cdp1.pca.dfn.de/uni+AC0-marburg+AC0-ca/pub/crl/g+AF8-cacrl.crl,2350,78,1,2350
http://cdp1.pca.dfn.de/uni+AC0-hamburg+AC0-ca/pub/crl/g+AF8-cacrl.crl,2360,77,1,2360
http://www.cnnic.cn/download/crl/CRL2.crl,3541,76,1,3541
http://crl.godaddy.com/gds3+AC0-50.crl,3705,75,17,218
http://repositorio.icpbrasil.gov.br/lcr/serpro/serproacfv3.crl,3479,74,17,205
http://crl.infonotary.com/crl/domain+AC0-ca.crl,3407,74,1,3407
http://www.certificat.com/crl/ACCERTINOMISSSL.crl,3005,73,3,1002
http://ccd.serpro.gov.br/lcr/ACPRv3.crl,3427,73,2,1714
http://crl.comodoca.com/UTN+AC0-DATACorpSGC.crl,3064,71,22,140
http://crl.buypass.no/crl/BPClass2CA1.crl,2335,71,3,779
http://bacaboot.bibalex.org/CertEnroll/bacaboot.crl,2928,71,1,2928
http://crl.disney.com/CRLs/DisneyIssuingCAc82.crl,3318,71,1,3318
http://certificates.sacredheart.edu/CertEnroll/Sacred+ACU-20Heart+ACU-20University+ACU-20CA.crl,4062,71,1,4062
http://crl.crosstrust.net/sppca/xt/ovca1.crl,2732,70,34,81
http://cdp1.pca.dfn.de/hs+AC0-mittweida+AC0-ca/pub/crl/cacrl.crl,2151,69,1,2151
http://pki.getronicspinkroccade.nl/crl/PKIoverheid/OverheidEnBedrijvenCA/LatestCRL.crl,3083,68,2,1542
http://ca.kmutt.ac.th/crl.crl,2013,68,1,2013
http://sureseries+AC0-crl.cybertrust.ne.jp/SureServer/2021+AF8-ev/cdp.crl,5854,67,15,391
http://crl.godaddy.com/gds3+AC0-18.crl,3385,67,10,339
http://crl.izenpe.com/cgi+AC0-bin/crlinterna2,3208,67,2,1604
http://cdp1.pca.dfn.de/uni+AC0-potsdam+AC0-ca/pub/crl/cacrl.crl,2079,67,1,2079
http://crl.trustwave.com/STCA.crl,2324,66,2,1162
http://www.cert.fnmt.es/crlsacap/CRL71.crl,5690,66,1,5690
http://crl3.digicert.com/ca3+AC0-2010d.crl,3675,65,23,160
http://crl3.digicert.com/ev2009a.crl,3629,64,55,66
http://crls.wosign.com/server+AC0-3.crl,2093,64,30,70
http://www.turktrust.com.tr/sil/TURKTRUST+AF8-SSL+AF8-SIL+AF8-s2.crl,2934,63,27,109
http://crl.cnnic.cn/download/dqcrl/crl1.crl,3050,62,2,1525
http://icp+AC0-brasil.validcertificadora.com.br/ac+AC0-validbrasil/lcr+AC0-ac+AC0-validbrasilv2.crl,2541,62,1,2541
http://crl.certigna.fr/certignassl.crl,2004,61,1,2004
http://www.cert.fnmt.es/crlsape/CRL46.crl,4368,61,1,4368
http://depo.kamusm.gov.tr/ssl/CSHSIL.v3.crl,2278,59,12,190
http://www.certification.tn/crl+AF8-web.crl,2518,59,7,360
http://crl.globalsign.com/gs/gsextendvalg2.crl,2587,57,462,6
http://cdp1.pca.dfn.de/uni+AC0-stuttgart+AC0-ca/pub/crl/cacrl.crl,1860,57,1,1860
http://trust.gmcr.com/CertEnroll/GMCR+ACU-20Enterprise+ACU-20DA+ACU-20CA+ACU-202K8R2.crl,2404,57,1,2404
http://crl.camerfirma.com/cmfecs+AF8-v3.crl,3114,56,24,130
http://sslserver.twca.com.tw/sslserver/revoke10.crl,1710,55,9,190
http://sslserver.twca.com.tw/sslserver/cmdssl+AF8-revoke+AF8-2012.crl,2394,54,28,86
http://www.moca.wide.ad.jp/crl.crl,1794,54,1,1794
http://postecert.poste.it/postecomcs3/crl.crl,3237,53,6,540
http://certificates.starfieldtech.com/repository/starfieldextendedissuing4.crl,2636,53,1,2636
http://www.cert.fnmt.es/crlsacap/CRL26.crl,4715,53,1,4715
http://certificates.starfieldtech.com/repository/starfieldextendedissuing.crl,2564,51,6,428
http://crl.trustsign.com.br/TrustSignBRCertificationAuthorityOV.crl,2293,50,82,28
http://crl.certsign.ro/enterprise.crl,2653,50,2,1327
http://crl.e+AC0-szigno.hu/sslca.crl,2810,49,10,281
http://cdp1.pca.dfn.de/uni+AC0-lueneburg+AC0-ca/pub/crl/cacrl.crl,1721,49,1,1721
http://SVRSecure+AC0-crl.verisign.com/SVRSecure2005.crl,2192,48,53,42
http://crl.godaddy.com/gds3+AC0-75.crl,2623,48,29,91
http://EVSecure+AC0-T1+AC0-crl.verisign.com/EVSecureT1.crl,2256,48,6,376
http://cdp1.pca.dfn.de/classic+AC0-unitue+AC0-ca/pub/crl/g+AF8-cacrl.crl,1599,48,1,1599
http://crl.rsasecurity.com:80/RSACorporateServerCAv2.crl,3989,47,6,665
http://crlv1.pki.auth.gr/AuthNocCAR4/crlv1.der.crl,1644,47,1,1644
http://cdp1.pca.dfn.de/fernuni+AC0-hagen+AC0-ca/pub/crl/cacrl.crl,1701,47,1,1701
http://cdp1.pca.dfn.de/uni+AC0-osnabrueck+AC0-ca/pub/crl/cacrl.crl,1586,46,1,1586
http://repo1.secomtrust.net/sppca/servision/fullCRL.crl,1853,45,265,7
http://crl3.digicert.com/ssca+AC0-g2.crl,2615,44,17,154
http://pki.thalix.com/ca/crl.pem,2554,44,1,2554
http://cdp1.pca.dfn.de/deutscher+AC0-wetterdienst+AC0-ca/pub/crl/cacrl.crl,1549,43,1,1549
http://crl.helsana.ch/crl/helsanasica01.crl,2535,43,1,2535
http://crl1.netlock.hu/index.cgi?crl+AD0-ccca,2483,42,38,66
http://cdp1.pca.dfn.de/dkrz+AC0-ca/pub/crl/g+AF8-cacrl.crl,1422,41,1,1422
http://cdp1.pca.dfn.de/uni+AC0-des+AC0-saarlandes+AC0-ca/pub/crl/cacrl.crl,1513,41,1,1513
http://postecert.poste.it/postecomcs2/crl.crl,2208,41,1,2208
http://www.kimtec.rs/CertEnroll/Kimtec+ACU-20Partner+ACU-20Certificate+ACU-20Authority.crl,2272,41,1,2272
http://cdp1.public+AC0-trust.com/CRL/Omniroot2025.crl,1393,40,15,93
http://crl.digi+AC0-sign.com/DigiSignCADigiSSLXp.crl,1998,40,13,154
http://EVIntl+AC0-T1+AC0-crl.verisign.com/EVIntlT1.crl,1980,40,6,330
http://cdp1.pca.dfn.de/uni+AC0-konstanz+AC0-server+AC0-ca/pub/crl/cacrl.crl,1401,40,1,1401
http://cdp1.pca.dfn.de/unilei+AC0-ca/pub/crl/cacrl.crl,1435,40,1,1435
http://crl.certum.pl/l1.crl,2599,39,1,2599
http://cdp1.pca.dfn.de/zivit+AC0-ca/pub/crl/cacrl.crl,1428,38,4,357
http://www.ccwp.wrotapodlasia.pl/crl/netca.crl,1374,38,1,1374
http://gtssl+AC0-crl.geotrust.com/crls/gtssl.crl,1267,37,2912,1
http://cdp1.pca.dfn.de/uni+AC0-oldenburg+AC0-ca/pub/crl/cacrl.crl,1428,37,1,1428
http://cdp1.pca.dfn.de/tu+AC0-braunschweig+AC0-ca/pub/crl/cacrl.crl,1385,36,1,1385
http://crl.disney.com/CRLs/DisneyIssuingCAc28.crl,2023,36,1,2023
http://crl.identrust.com/trustid/trustidcaa5.crl,2264,36,1,2264
http://crl.startssl.com/crt4+AC0-crl.crl,1179,34,78,16
http://keyserver.dpwn.net/pki/I2/dpwn+AF8-ssl+AF8-i2+AF8-ps.crl,1500,34,12,125
http://cert.wmtransfer.com/CertEnroll/WebMoney+ACU-20Transfer+ACU-20Root+ACU-20CA.crl,2391,33,11,218
http://certificates.starfieldtech.com/repository/starfieldextendedissuing3.crl,1916,33,5,384
http://ca.optim.com.ru/ca2048.crl,1177,33,1,1177
http://cdp1.pca.dfn.de/dkfz+AC0-ca/pub/crl/cacrl.crl,1330,33,1,1330
http://crl.entrust.net/server1.crl,1717,32,19,91
http://crl.identrust.com/trustid/trustidcaa51.crl,2002,32,2,1001
http://cdp1.pca.dfn.de/fraunhofer+AC0-ca/pub/crl/cacrl.crl,1365,32,1,1365
http://crl.ersca.com/crl/serverca.crl?sn+AD0-44,1569,32,1,1569
http://cdp1.pca.dfn.de/dfn+AC0-ca+AC0-global/pub/crl/cacrl.crl,1201,31,2,601
http://cdp1.pca.dfn.de/uniwue+AC0-ca/pub/crl/cacrl.crl,1185,31,1,1185
http://crl.ca.vodafone.com/crl/VodafoneCorporateServices2009(1).crl,2119,31,1,2119
http://crl1.netlock.hu/index.cgi?crl+AD0-uzleti,1653,30,15,111
http://crl.sgssl.net/SGTRUSTSGCCERTIFICATIONAUTHORITY.crl,1529,30,12,128
http://ch.siemens.com/pki?ZZZZZZV9.crl,1245,30,4,312
http://portal.actalis.it/Repository/SERVER/getCRL,2229,30,4,558
http://pki.arbitr.ru/public/sccrfca.crl,2599,29,1,2599
http://repo1.secomtrust.net/spcpp/pfw/pfwca/fullcrl2.crl,2492,28,35,72
http://cdp1.pca.dfn.de/eso+AC0-ca/pub/crl/g+AF8-cacrl.crl,1166,28,4,292
http://gtssl2+AC0-crl.geotrust.com/gtssl2.crl,1436,28,1,1436
http://crl.certum.pl/evca.crl,2050,27,19,108
http://crl.verisign.com/pca3+AC0-g2.crl,1310,26,3,437
http://cdp1.pca.dfn.de/uni+AC0-kiel+AC0-ca/pub/crl/g+AF8-cacrl.crl,1112,25,1,1112
http://www.cnnic.cn/download/crl/CRL3.crl,1462,25,1,1462
http://pki.ms.gov.pl/repozytorium/Ministerstwo+ACU-20Sprawiedliwosci+ACU-20External+ACU-20Issuing+ACU-20CA10.crl,1806,25,1,1806
http://crl.camerfirma.com/camerfirma+AF8-cserver+AC0-2009.crl,2061,25,1,2061
http://www.public+AC0-trust.com/cgi+AC0-bin/CRL/2018/cdp.crl,909,24,43,22
http://crl.ssl.com/SSLcomFreeSSLCA.crl,1303,24,20,66
http://crl.swisssign.net/8874466DC77CB5FA727119DEBF275E0D68E0F727,1239,24,11,113
http://crl.disa.mil/getcrl?DoD+ACU-20Root+ACU-20CA+ACU-202,1269,24,1,1269
http://igc.application.developpement+AC0-durable.gouv.fr/AC+AF8-Serveurs/crl/crl+AC0-2.crl,1499,24,1,1499
http://crl.europeanssl.eu/EuropeanSSLServerCA.crl,1271,23,71,18
http://repo1.secomtrust.net/spcpp/pfw/pfwevca/fullcrl.crl,1607,23,13,124
http://www.idc.cz/ca/index.php?stage+AD0-dl+AF8-crl,1242,23,2,621
http://crl.usertrust.com/USERTrustSecureServerCA.crl,1293,22,114,12
http://cdp1.pca.dfn.de/desy+AC0-ca/pub/crl/g+AF8-cacrl.crl,1001,22,1,1001
http://repository.publicca.hinet.net/crl/100+AC0-1/complete.crl,1639,22,1,1639
http://crl.ovh.net/OVHLowAssuranceSecureCA.crl,1200,20,32,38
http://crl.trendmicro.com/crl/trendmicroca.crl,992,20,11,91
http://crls.wosign.com/server+AC0-1.crl,949,20,5,190
http://crl.buypass.no/crl/BPClass3CA2.crl,1019,20,2,510
http://crl.certyfikatyssl.pl/DOMENYPLDVCertificationAuthority.crl,1195,19,90,14
http://www.einspki.jp/repository/EINSPKI2010.crl,1747,19,4,437
http://cdp1.pca.dfn.de/dioezese+AC0-rottenburg+AC0-stuttgart+AC0-ca/pub/crl/cacrl.crl,919,19,1,919
http://crl.e+AC0-tugra.com/e+AC0-tugra+AF8-asm+AF8-ssl.crl,1072,19,1,1072
http://pki.automobiletechnologies.com/AMTInc+AF8-PICA.crl,1398,19,1,1398
http://sil.e+AC0-guven.com/ElektronikBilgiGuvenligiASRoot/LatestCRL.crl,1714,19,1,1714
http://scrldp1.ica.cz/sica08.crl,884,18,6,148
http://crl.marketware.eu/MarketWareServerCA.crl,1126,18,3,376
http://trustcenter+AC0-crl.certificat2.com/keynectis/class2keynectisevca.crl,1175,18,3,392
http://crl.quovadisglobal.com/qvrca.crl,1377,18,1,1377
http://www.trustis.com/pki/healthcare/crl/tt+AC0-ee.crl,1642,18,1,1642
http://crl.verisign.com/pca3.crl,898,17,15,60
http://um+AC0-apis+AC0-tmp.dir+AC0-um.uni+AC0-mb.si/CertEnroll/NEW+AC0-SUB+AC0-ST+AC0-ROOT+AC0-DIR+AC0-UNI(3).crl,1598,17,1,1598
http://EVSSL+AC0-crl.geotrust.com/crls/gtextvalca.crl,805,16,1590,1
http://cdp1.pca.dfn.de/fh+AC0-weihenstephan+AC0-ca/pub/crl/cacrl.crl,865,16,1,865
http://cdp1.pca.dfn.de/stiftung+AC0-preussischer+AC0-kulturbesitz+AC0-ca/pub/crl/cacrl.crl,905,16,1,905
http://crl.vi.ru/VI+AC0-CA+AC0-01.crl,1290,16,1,1290
http://crl.certifikat.dk/SSLServer.crl,998,15,17,59
http://crl.tbs+AC0-internet.com/TBSX509CASGC.crl,1117,15,5,224
http://crl.tbs+AC0-x509.com/TBSX509CASGC.crl,1117,15,5,224
http://crl.izenpe.com/cgi+AC0-bin/crlsslev2,1355,15,3,452
http://crlv1.harica.gr/HaricaRootCA2006/crlv1.der.crl,845,15,2,423
http://mdp+AC0-ca.apps.paris.fr/mdp+AC0-certificats/crl/mdprootCA/mdprootCA+AC0-crl.crl,779,15,1,779
http://certificates.starfieldtech.com/repository/starfieldissuing1.crl,1241,15,1,1241
http://crl.securebusinessservices.com/SecureBusinessServicesCA+AF8-2.crl,977,14,32,31
http://repo1.secomtrust.net/sppca/kagoya/fullcrl.crl,1036,14,20,52
http://crl1.netlock.hu/index.cgi?crl+AD0-olsslca1,936,14,14,67
http://crl.startssl.com/crt3+AC0-crl.crl,770,14,12,65
http://crl.globaltrust.it/GlobalTrustServerCA.crl,969,14,4,243
http://pki.digidentity.eu/L4/services/latestCRL.crl,980,14,1,980
http://cdp1.ssp+AC0-strong+AC0-id.net/CDP/SSP+AC0-CA+AC0-A1.crl,1016,14,1,1016
http://crl.cnca.pl/crl/cnca+AF8-level+AF8-1.crl,1204,14,1,1204
http://crl.comodoca.com/OptimumSSLCA.crl,953,13,29,33
http://crl.wosign.com/WoSignPremiumServer.crl,927,13,4,232
http://crl.certigna.fr/certignasslpris.crl,949,13,2,475
http://crl3.digicert.com/ca3+AC0-2010c.crl,1127,13,2,564
http://crl.godaddy.com/gdig2s2+AC0-0.crl,1263,13,2,632
http://www.dhimyotis.com/crl/certigna.crl,768,13,1,768
http://crl.certigna.fr/certigna.crl,768,13,1,768
http://www.cnnic.cn/download/crl/CRL6.crl,1014,13,1,1014
http://www.startssl.com/sfsca.crl,955,12,15,64
http://www.ipsca.com/ipsca2002/ipsca2002CLASEA1.crl,745,12,8,94
http://hosting.parking.ru/CertEnroll/ParkingWebCA(6).crl,1035,12,2,518
http://crlglobal01.ipsca.com/crl/crlglobal01.crl,1141,12,2,571
http://cdp1.pca.dfn.de/fiz+AC0-chemie+AC0-ca/pub/crl/g+AF8-cacrl.crl,746,12,1,746
http://cdp1.pca.dfn.de/haw+AC0-hamburg+AC0-ca/pub/crl/g+AF8-cacrl.crl,750,12,1,750
http://cdp1.pca.dfn.de/bayerische+AC0-staatsbibliothek+AC0-bsb+AC0-ca/pub/crl/cacrl.crl,813,12,1,813
http://cdp1.pca.dfn.de/global+AC0-root+AC0-ca/pub/crl/cacrl.crl,697,11,54,13
http://crl.godaddy.com/gdig2s3+AC0-0.crl,1177,11,7,169
http://crl.starfieldtech.com/sfs3+AC0-3.crl,1167,11,2,584
http://gtssldv+AC0-crl.geotrust.com/crls/gtssldv.crl,704,10,8132,1
http://crl.usertrust.com/CrazyDomainsDVCertificationAuthority.crl,871,10,19,46
http://crl.entrust.net/2048ca.crl,939,10,11,86
http://comtrust.etisalat.ae/crl/serverca.crl,965,10,8,121
http://www.intermedia.net/CA/Intermedia.crl,950,10,2,475
http://crls.ecee.gov.pt/crls/ARL.crl,1179,10,2,590
http://ca.triada.bg/triada.crl,541,10,1,541
http://cdp1.pca.dfn.de/fh+AC0-braunschweig+AC0-wolfenbuettel+AC0-ca/pub/crl/cacrl.crl,783,10,1,783
http://www.preuve+AC0-electronique.org/ListeRevocations/realtech2015.crl,815,10,1,815
http://crl.II.tcclass4.cybertrust.trustcenter.de/crl/v2/tc+AF8-class4+AF8-EV+AF8-CA+AF8-II.crl,924,10,1,924
http://crl3.digicert.com/Global2048+AC0-2008b.crl,928,9,2,464
http://certificates.starfieldtech.com/repository/starfieldextendedissuing2.crl,1052,9,1,1052
http://crl.globessl.com/GlobeSSLOVCertificationAuthority.crl,782,8,8,98
http://http.fpki.gov/fcpca/fcpca.crl,743,8,3,248
http://www.turktrust.com.tr/sil/TURKTRUST+AF8-SSL+AF8-SIL+AF8-s3.crl,903,8,3,301
http://crl.e+AC0-tugra.com/e+AC0-tugra+AF8-ssl+AF8-ov.crl,748,8,2,374
http://telstra+AC0-crl.pki.telstra.com.au/Telstra+ACU-20RSS+ACU-20Policy+ACU-20CA.crl,1069,8,2,535
http://zebraca.360banma.com/CertEnroll/zebraca.crl,784,8,1,784
http://www.sk.ee/juur/crl/,788,8,1,788
http://ca.pks.rs/CRL/PKSCAClass2.crl,803,8,1,803
http://crl.starfieldtech.com/sfig2s3+AC0-0.crl,1087,8,1,1087
http://pki.espiv.net/index.php?stage+AD0-dl+AF8-crl,1206,8,1,1206
http://www.microlink.ee/CertEnroll/MicroLink+ACU-20Eesti+ACU-20AS+ACU-20CA.crl,1280,8,1,1280
http://www.cert.fnmt.es/crls+AF8-ISAca/CRL4.crl,1507,8,1,1507
http://crl.geotrust.com/crls/gtglobal.crl,554,7,8,70
http://crl.globalsign.net/RootSignPartners.crl,709,7,4,178
http://ca.unicredit.eu/CRL/extca.crl,804,7,2,402
http://www.phhmortgage.com/pki/Mortgage+AF8-and+AF8-Settlement+AF8-Service+AF8-Trust+AF8-CA.crl,968,7,2,484
http://ca.pxpgroup.com/crl/PXPServerCA.crl,631,7,1,631
http://cdp1.pca.dfn.de/hfwu+AC0-nuertingen+AC0-geislingen+AC0-ca/pub/crl/cacrl.crl,640,7,1,640
http://cdp1.pca.dfn.de/fh+AC0-luebeck+AC0-ca/pub/crl/cacrl.crl,723,7,1,723
http://ra.fudan.edu.cn/pki/pub/crl/cacrl.crl,905,7,1,905
http://www.opencom.pl/ca/ca.crl,986,7,1,986
http://crl.siteblindadocerts.com/SSLBlindado.crl,731,6,54,14
http://crl.cspssl.jp/CSPSSLServiceCA+AF8-2.crl,686,6,4,172
http://www.correo.com.uy/CorreoCert/anc.crl,1123,6,4,281
http://www.b+AC0-trust.org/repository/ca5aes/crl/b+AC0-trust+AF8-ca5aes+AF8-oper.crl,1236,6,3,412
http://crl.geotrust.com/crls/ebizca1.crl,407,6,2,204
http://ca.web4ce.cz/index.php?stage+AD0-dl+AF8-crl,1209,6,2,605
http://cdp1.pca.dfn.de/fh+AC0-wuerzburg+AC0-schweinfurt+AC0-ca/pub/crl/cacrl.crl,645,6,1,645
http://cdp1.pca.dfn.de/diw+AC0-berlin+AC0-ca/pub/crl/cacrl.crl,655,6,1,655
http://crl.icewarp.com/IceWarpDomainValidationCertificationAuthority.crl,713,6,1,713
http://crls.pki.state.gov/crls/DoSADPKIRootCA.crl,731,6,1,731
http://dellincca.dell.com/crl/Dell+ACU-20Inc.+ACU-20Enterprise+ACU-20CA.crl,747,6,1,747
http://www.trustis.com/pki/coventry/crl/ee.crl,857,6,1,857
http://pki.swatchgroup.com/cert/Swatch+ACU-20Group+ACU-20Issuing+ACU-20CA(2).crl,895,6,1,895
http://crl+AC0-3.trust.teliasonera.com/teliasoneraservercav1.crl,1155,6,1,1155
http://pki.eflservice.pl/Subordinate+ACU-20EFL+ACU-20Service+ACU-20Certificate+ACU-20Authority.crl,1385,6,1,1385
http://crl.usertrust.com/USERTrustHigh+AC0-AssuranceSecureServerCA.crl,707,5,37,20
http://crl.gandi.net/GandiProSSLCA.crl,624,5,21,30
http://SVRTrial+AC0-G2+AC0-crl.verisign.com/SVRTrialG2.crl,766,5,17,46
http://www.parssignca.ir/class1/PS+AF8-CAL1.crl,670,5,13,52
http://crl.mocca.ir/repository/BronzeSSLcrl.crl,630,5,10,63
http://crl.comodoca.com/COMODOSSLCA2.crl,679,5,8,85
http://crl.certum.pl/shoper.crl,726,5,3,242
http://crl.quovadisglobal.com/qvrca3.crl,1020,5,2,510
http://cdp2.pca.dfn.de/mitteldeutscher+AC0-rundfunk+AC0-ca/pub/crl/cacrl.crl,535,5,1,535
http://cdp1.pca.dfn.de/hs+AC0-zittau+AC0-goerlitz+AC0-ca/pub/crl/cacrl.crl,572,5,1,572
http://crlv1.harica.gr/HaricaTeiSerresCAR2/crlv1.der.crl,630,5,1,630
http://fedir.comsign.co.il/crl/ServerCA.crl,639,5,1,639
http://cdp1.pca.dfn.de/uni+AC0-duesseldorf+AC0-ca/pub/crl/cacrl.crl,671,5,1,671
http://crl.pki.wellsfargo.com/wsprca.crl,739,5,1,739
http://crl.webspace+AC0-forum.de/WebSpaceForumServerCA.crl,615,4,21,30
http://crl1.netlock.hu/index.cgi?crl+AD0-expressz,536,4,16,34
http://repositorio.icpbrasil.gov.br/lcr/CAIXA/ACCAIXAJUS/accaixajusv2.crl,922,4,9,103
http://www.rsasecurity.com/products/keon/repository/certificate+AF8-status/RSA+AF8-Security+AF8-2048+AF8-v3.CRL,735,4,6,123
http://crl.wosign.com/WoSignServer.crl,599,4,4,150
http://crl.comodoca.com/COMODOExtendedValidationSecureServerCA2.crl,676,4,4,169
http://www.aegee.org/aegee+AC0-ca.crl,554,4,2,277
http://crl.wosign.com/WoSignSGCServer.crl,605,4,2,303
http://crl1.netlock.hu/index.cgi?raw+ACY-crl+AD0-expressz,536,4,1,536
http://crlv1.pki.auth.gr/AuthCentralCAR2/crlv1.der.crl,588,4,1,588
http://ccdhom.serpro.gov.br/lcr/serproacfv2.crl,628,4,1,628
http://crl.sslgenie.com/FlashSSLGenie.crl,652,4,1,652
